ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Meta: _file_path","Meta: _wpml_word_count","Meta: _wpml_media_has_media","Meta: _wpml_media_duplicate","Meta: _wpml_media_featured","Meta: _v_ean_field","Meta: _v_mpn_field","Meta: _wcml_duplicate_of_variation","Meta: _last_translation_edit_mode","Meta: fb_product_item_id","Meta: _wc_facebook_sync_enabled","Meta: fb_visibility","Meta: fb_product_description","Meta: _wc_facebook_product_image_source","Meta: fb_product_image","Meta: fb_product_price","Meta: _yoast_wpseo_focuskw","Meta: _yoast_wpseo_metadesc","Meta: _yoast_wpseo_title","Meta: _ean_field","Meta: _mpn_field","Meta: _select","Meta: _stock_select","Meta: _yoast_wpseo_primary_product_cat","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Meta: _stock_text","Meta: _wc_facebook_commerce_enabled","Meta: _yoast_wpseo_primary_product_brand","Meta: _yoast_wpseo_linkdex","Meta: _yoast_wpseo_content_score","Meta: _yoast_wpseo_focuskeywords","Meta: _yoast_wpseo_keywordsynonyms","Meta: _yoast_wpseo_estimated-reading-time-minutes","Meta: cwg_total_subscribers","Meta: woosb_ids","Meta: woosb_disable_auto_price","Meta: woosb_discount","Meta: woosb_discount_amount","Meta: woosb_shipping_fee","Meta: woosb_optional_products","Meta: woosb_manage_stock","Meta: woosb_limit_each_min","Meta: woosb_limit_each_max","Meta: woosb_limit_each_min_default","Meta: woosb_limit_whole_min","Meta: woosb_limit_whole_max"
2641,variation,SKU--169,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0.35,0,0,0,1,,,"59,95",,,,https://akomokids.com/wp-content/uploads/2017/05/products-elephant_man__mood_indigo_open_GOSOAKY.jpg,,,,,,,,,0,,,"{""total"":13,""to_translate"":{""nl"":13,""fr"":13,""de"":13}}",1,,
2642,variation,SKU--170,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0.37,0,0,0,1,,,"59,95",,,,https://akomokids.com/wp-content/uploads/2017/05/products-elephant_man_mood_indigo_front_GOSOAKY.jpg,,,,,,,,,0,,,"{""total"":13,""to_translate"":{""nl"":13,""fr"":13,""de"":13}}",1,,
2643,variation,SKU--171,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0.4,0,0,0,1,,,"59,95",,,,https://akomokids.com/wp-content/uploads/2017/05/products-elephant_man__mood_indigo_back_GOSOAKY.jpg,,,,,,,,,0,,,"{""total"":13,""to_translate"":{""nl"":13,""fr"":13,""de"":13}}",1,,
2644,variation,SKU--172,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0.4,0,0,0,1,,,"59,95",,,,https://akomokids.com/wp-content/uploads/2017/05/products-elephant_man_mood_indigo_front_GOSOAKY.jpg,,,,,,,,,0,,,"{""total"":13,""to_translate"":{""nl"":13,""fr"":13,""de"":13}}",1,,
3079,variation,SKU--216,,"Minimel - Pineapple Poster - A3",1,0,visible,,,,,taxable,parent,backorder,0,,0,0,0.09,0,0,0,0,,,"14,95",,,,https://akomokids.com/wp-content/uploads/2017/05/products-IMG_1145.jpg,,,MiMePoP3,,,"MiMePoJun4, MiMePoMM3",,,0,,,"{""total"":8,""to_translate"":{""nl"":8,""de"":8}}",1,1,1
3080,variation,SKU--217,,"Minimel - Pineapple Poster - A3",1,0,visible,,,,,taxable,parent,backorder,0,,0,0,0.09,0,0,0,0,,,"11,95",,,,https://akomokids.com/wp-content/uploads/2017/05/products-IMG_1145.jpg,,,MiMePoP3,,,"MiMePoJun4, MiMePoMM3",,,0,,,"{""total"":8,""to_translate"":{""nl"":8,""de"":8}}",1,1,1
3184,variation,SKU--229,,"Minimel - Major Mitchel Poster - A3",1,0,visible,,,,,taxable,parent,backorder,0,,0,0,0.09,0,0,0,0,,,"14,95",,,,https://akomokids.com/wp-content/uploads/2017/05/products-IMG_1013.jpg,,,MiMePoMM3,,,"MiMePoJun4, MiMePoP3",,,0,,,"{""total"":9,""to_translate"":{""nl"":9,""de"":9}}",1,1,1
3185,variation,SKU--230,,"Minimel - Major Mitchel Poster - A3",1,0,visible,,,,,taxable,parent,backorder,0,,0,0,0.09,0,0,0,0,,,"11,95",,,,https://akomokids.com/wp-content/uploads/2017/05/products-IMG_1013.jpg,,,MiMePoMM3,,,"MiMePoJun4, MiMePoP3",,,0,,,"{""total"":9,""to_translate"":{""nl"":9,""de"":9}}",1,1,1
3987,variation,SKU--312,,"Lorena Canals - Washable Rug - Tropical Pink - 140 x 200 cm",1,0,visible,,,,,taxable,parent,1,,,0,0,0,0,0,0,0,,,210,,,,https://akomokids.com/wp-content/uploads/2017/06/products-C-TROP-PINK_5.jpg,,,C-TROP-PINK,,,"C-BOTANIC, C-Trop-Green",,,0,,,"{""total"":14,""to_translate"":{""nl"":14,""de"":14}}",,,
4003,variation,SKU--314,,"Lorena Canals - Retro Rug - Tropical Green - 140 x 200 cm",1,0,visible,,,,,taxable,parent,1,,,0,0,0,0,0,0,0,,,210,,,,https://akomokids.com/wp-content/uploads/2017/06/products-C-TROP-GREEN_11.jpg,,,C-Trop-Green,,,"C-BOTANIC, C-TROP-PINK",,,0,,,"{""total"":14,""to_translate"":{""nl"":14,""de"":14}}",,,
4020,variation,SKU--316,,"Lorena Canals - Washable Rug - Azteca Natural Vintage Nude - 120 x 160 cm",1,0,visible,,,,,taxable,parent,1,,,0,0,0,0,0,0,0,,,155,,,,https://akomokids.com/wp-content/uploads/2017/06/products-C-AZ-NVN_6.jpg,,,C-AZ-NVN,,,C-AZ-NVB,,,0,,,"{""total"":16,""to_translate"":{""nl"":16,""de"":16}}",,1,1
4021,variation,SKU--317,,"Lorena Canals - Washable Rug - Azteca Natural Vintage Nude - 120 x 160 cm",1,0,visible,,,,,taxable,parent,1,,,0,0,0,0,0,0,0,,,185,,,,https://akomokids.com/wp-content/uploads/2017/06/products-C-AZ-NVN_6.jpg,,,C-AZ-NVN,,,C-AZ-NVB,,,0,,,"{""total"":16,""to_translate"":{""nl"":16,""de"":16}}",,1,1
4043,variation,SKU--319,,"Lorena Canals - Washable Rug - Azteca Natural Vintage Blue - 120 x 160 cm",1,0,visible,,,,,taxable,parent,1,,,0,0,0,0,0,0,0,,,155,,,,https://akomokids.com/wp-content/uploads/2017/06/products-C-AZ-NVB_7.jpg,,,C-AZ-NVB,,,C-AZ-NVN,,,0,,,"{""total"":16,""to_translate"":{""nl"":16,""de"":16}}",,1,1
4044,variation,SKU--320,,"Lorena Canals - Washable Rug - Azteca Natural Vintage Blue - 120 x 160 cm",1,0,visible,,,,,taxable,parent,1,,,0,0,0,0,0,0,0,,,185,,,,https://akomokids.com/wp-content/uploads/2017/06/products-C-AZ-NVB_7.jpg,,,C-AZ-NVB,,,C-AZ-NVN,,,0,,,"{""total"":16,""to_translate"":{""nl"":16,""de"":16}}",,1,1
4996,variation,SKU--424,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0.4,0,0,0,1,,"41,95","59,95",,,,https://akomokids.com/wp-content/uploads/2017/08/products-Elephant_Man_Feldspar_1.jpg,,,,,,,,,0,,,"{""total"":12,""to_translate"":{""nl"":12,""fr"":12,""de"":12}}",1,,
4997,variation,SKU--425,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0.35,0,0,0,1,,"41,95","59,95",,,,https://akomokids.com/wp-content/uploads/2017/08/products-Elephant_Man_Feldspar_1.jpg,,,,,,,,,0,,,"{""total"":12,""to_translate"":{""nl"":12,""fr"":12,""de"":12}}",1,,
4998,variation,SKU--426,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0.37,0,0,0,1,,"41,95","59,95",,,,https://akomokids.com/wp-content/uploads/2017/08/products-Elephant_Man_Feldspar_1.jpg,,,,,,,,,0,,,"{""total"":12,""to_translate"":{""nl"":12,""fr"":12,""de"":12}}",1,,
5022,variation,SKU--428,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0.4,0,0,0,1,,"47,95","59,95",,,,,,,,,,,,,0,,,"{""total"":13,""to_translate"":{""nl"":13,""fr"":13,""de"":13}}",,,
5023,variation,SKU--429,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0.35,0,0,0,1,,"47,95","59,95",,,,,,,,,,,,,0,,,"{""total"":13,""to_translate"":{""nl"":13,""fr"":13,""de"":13}}",,,
5024,variation,SKU--430,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0.37,0,0,0,1,,"47,95","59,95",,,,,,,,,,,,,0,,,"{""total"":13,""to_translate"":{""nl"":13,""fr"":13,""de"":13}}",,,
5643,variation,SKU--508,,,1,0,visible,,,,,taxable,parent,1,2,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-black_mix_3af8e7cb-87dc-4520-ba03-76f13a386225.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5644,variation,SKU--509,,,1,0,visible,,,,,taxable,parent,1,2,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-black_mix_3af8e7cb-87dc-4520-ba03-76f13a386225.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5645,variation,SKU--510,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-black_mix_3af8e7cb-87dc-4520-ba03-76f13a386225.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5646,variation,SKU--511,,,1,0,visible,,,,,taxable,parent,1,2,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-black_mix_3af8e7cb-87dc-4520-ba03-76f13a386225.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5647,variation,SKU--512,,,1,0,visible,,,,,taxable,parent,1,0,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-black_mix_3af8e7cb-87dc-4520-ba03-76f13a386225.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5648,variation,SKU--513,,,1,0,visible,,,,,taxable,parent,1,2,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-black_mix_3af8e7cb-87dc-4520-ba03-76f13a386225.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5649,variation,SKU--514,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-black_mix_3af8e7cb-87dc-4520-ba03-76f13a386225.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5650,variation,SKU--515,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-black_mix_3af8e7cb-87dc-4520-ba03-76f13a386225.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5651,variation,SKU--516,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-black_mix_3af8e7cb-87dc-4520-ba03-76f13a386225.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5652,variation,SKU--517,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-black_mix_3af8e7cb-87dc-4520-ba03-76f13a386225.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5653,variation,SKU--518,,,1,0,visible,,,,,taxable,parent,1,2,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-gold_mix.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5654,variation,SKU--519,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-gold_mix.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5655,variation,SKU--520,,,1,0,visible,,,,,taxable,parent,1,2,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-gold_mix.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5656,variation,SKU--521,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-gold_mix.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5657,variation,SKU--522,,,1,0,visible,,,,,taxable,parent,1,2,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-gold_mix.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5658,variation,SKU--523,,,1,0,visible,,,,,taxable,parent,1,3,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-gold_mix.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5659,variation,SKU--524,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-gold_mix.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
5660,variation,SKU--525,,,1,0,visible,,,,,taxable,parent,1,1,,0,0,0,0,0,0,1,,,"4,95",,,,https://akomokids.com/wp-content/uploads/2017/09/products-gold_mix.jpg,,,,,,,,,0,,,"{""total"":10,""to_translate"":{""nl"":10,""fr"":10,""de"":10}}",,,
